Year,Month,Mission,Country,Personnel_Type,Male,Female,Total
2015,9,MINUSCA,Togo,Individual Police,12,0,12
2015,9,MINUSCA,Tunisia,Individual Police,31,1,32
2015,9,MINUSCA,Turkey,Individual Police,0,1,1
2015,9,MINUSCA,Ukraine,Contingent Troops,5,1,6
2015,9,MINUSCA,Vietnam,Contingent Troops,3,0,3
2015,9,MINUSCA,Yemen,Individual Police,2,0,2
2015,9,MINUSCA,Zambia,Experts on Mission,6,2,8
2015,9,MINUSMA,Armenia,Contingent Troops,1,0,1
2015,9,MINUSMA,Bangladesh,Other,140,0,140
2015,9,MINUSMA,Benin,Individual Police,25,0,25
2015,9,MINUSMA,Bhutan,Contingent Troops,3,0,3
2015,9,MINUSMA,Bulgaria,Individual Police,12,2,14
2015,9,MINUSMA,Burundi,Individual Police,13,0,13
2015,9,MINUSMA,Cambodia,Contingent Troops,290,13,303
2015,9,MINUSMA,Cameroon,Individual Police,17,1,18
2015,9,MINUSMA,Chad,Individual Police,5,0,5
2015,9,MINUSMA,China,Contingent Troops,388,14,402
2015,9,MINUSMA,Congo,Individual Police,3,0,3
2015,9,MINUSMA,Denmark,Contingent Troops,16,3,19
2015,9,MINUSMA,Djibouti,Individual Police,1,0,1
2015,9,MINUSMA,Djibouti,Individual Police,5,1,6
2015,9,MINUSMA,Egypt,Contingent Troops,65,0,65
2015,9,MINUSMA,Egypt,Contingent Troops,87,4,91
2015,9,MINUSMA,Estonia,Contingent Troops,9,1,10
2015,9,MINUSMA,Finland,Contingent Troops,5,0,5
2015,9,MINUSMA,France,Individual Police,5,0,5
2015,9,MINUSMA,Gambia,Contingent Troops,3,0,3
2015,9,MINUSMA,Germany,Individual Police,8,0,8
2015,9,MINUSMA,Ghana,Individual Police,1,0,1
2015,9,MINUSMA,Guinea,Individual Police,4,0,4
2015,9,MINUSMA,Guinea,Contingent Troops,1,0,1
2015,9,MINUSMA,Indonesia,Contingent Troops,131,2,133
2015,9,MINUSMA,Italy,Contingent Troops,2,0,2
2015,9,MINUSMA,Jordan,Individual Police,3,0,3
2015,9,MINUSMA,Kenya,Contingent Troops,3,1,4
2015,9,MINUSMA,Liberia,Contingent Troops,47,2,49
2015,9,MINUSMA,Madagascar,Individual Police,2,0,2
2015,9,MINUSMA,Mauritania,Contingent Troops,1,0,1
2015,9,MINUSMA,Nepal,Experts on Mission,3,0,3
2015,9,MINUSMA,Nepal,Contingent Troops,141,4,145
2015,9,MINUSMA,Netherlands,Individual Police,14,6,20
2015,9,MINUSMA,Niger,Individual Police,8,0,8
2015,9,MINUSMA,Nigeria,Individual Police,2,0,2
2015,9,MINUSMA,Norway,Contingent Troops,18,3,21
2015,9,MINUSMA,Portugal,Contingent Troops,2,0,2
2015,9,MINUSMA,Romania,Individual Police,2,0,2
2015,9,MINUSMA,Senegal,Individual Police,16,2,18
2015,9,MINUSMA,Serbia,Contingent Troops,4,0,4
2015,9,MINUSMA,Sweden,Individual Police,1,2,3
2015,9,MINUSMA,Switzerland,Contingent Troops,3,0,3
2015,9,MINUSMA,Togo,Individual Police,3,0,3
2015,9,MINUSMA,Tunisia,Individual Police,19,0,19
2015,9,MINUSMA,Turkey,Individual Police,1,0,1
2015,9,MINUSMA,Ukraine,Contingent Troops,2,0,2
2015,9,MINUSMA,Ukraine,Contingent Troops,10,0,10
2015,9,MINUSMA,Yemen,Individual Police,9,0,9
2015,9,MINUSTAH,Argentina,Individual Police,13,3,16
2015,9,MINUSTAH,Bangladesh,Individual Police,12,0,12
2015,9,MINUSTAH,Benin,Individual Police,56,1,57
2015,9,MINUSTAH,Bolivia,Contingent Troops,1,0,1
2015,9,MINUSTAH,Brazil,Individual Police,7,0,7
2015,9,MINUSTAH,Bulgaria,Individual Police,47,10,57
2015,9,MINUSTAH,Burundi,Individual Police,9,1,10
2015,9,MINUSTAH,Cameroon,Individual Police,6,15,21
2015,9,MINUSTAH,Canada,Individual Police,69,19,88
2015,9,MINUSTAH,Chad,Individual Police,6,0,6
2015,9,MINUSTAH,Chile,Individual Police,1,2,3
2015,9,MINUSTAH,Colombia,Individual Police,15,1,16
2015,9,MINUSTAH,Ecuador,Contingent Troops,1,0,1
2015,9,MINUSTAH,Egypt,Individual Police,28,0,28
2015,9,MINUSTAH,Egypt,Individual Police,12,0,12
2015,9,MINUSTAH,Ethiopia,Individual Police,9,1,10
2015,9,MINUSTAH,France,Individual Police,13,2,15
2015,9,MINUSTAH,Ghana,Individual Police,16,1,17
2015,9,MINUSTAH,Grenada,Individual Police,2,0,2
2015,9,MINUSTAH,Guatemala,Contingent Troops,48,6,54
2015,9,MINUSTAH,Guinea,Individual Police,8,0,8
2015,9,MINUSTAH,Honduras,Contingent Troops,37,0,37
2015,9,MINUSTAH,India,Individual Police,21,0,21
2015,9,MINUSTAH,Indonesia,Individual Police,6,1,7
2015,9,MINUSTAH,Jamaica,Individual Police,1,0,1
2015,9,MINUSTAH,Jordan,Individual Police,22,0,22
2015,9,MINUSTAH,Madagascar,Individual Police,29,5,34
2015,9,MINUSTAH,Mali,Individual Police,24,2,26
2015,9,MINUSTAH,Mexico,Contingent Troops,2,0,2
2015,9,MINUSTAH,Nepal,Individual Police,41,4,45
2015,9,MINUSTAH,Niger,Individual Police,25,2,27
2015,9,MINUSTAH,Nigeria,Individual Police,3,0,3
2015,9,MINUSTAH,Norway,Individual Police,3,3,6
2015,9,MINUSTAH,Pakistan,Other,140,0,140
2015,9,MINUSTAH,Paraguay,Individual Police,1,0,1
2015,9,MINUSTAH,Peru,Contingent Troops,154,8,162
2015,9,MINUSTAH,Philippines,Individual Police,35,2,37
2015,9,MINUSTAH,Romania,Individual Police,29,4,33
2015,9,MINUSTAH,Romania,Individual Police,4,2,6
2015,9,MINUSTAH,Rwanda,Individual Police,4,31,35
2015,9,MINUSTAH,Senegal,Individual Police,17,0,17
2015,9,MINUSTAH,Serbia,Individual Police,4,0,4
2015,9,MINUSTAH,Slovakia,Individual Police,5,1,6
2015,9,MINUSTAH,Spain,Individual Police,6,0,6
2015,9,MINUSTAH,Spain,Individual Police,16,2,18
2015,9,MINUSTAH,Thailand,Individual Police,5,2,7
2015,9,MINUSTAH,Togo,Individual Police,19,2,21
2015,9,MINUSTAH,Turkey,Individual Police,37,0,37
2015,9,MINUSTAH,Ukraine,Individual Police,1,1,2
2015,9,MINUSTAH,Ukraine,Individual Police,25,4,29
2015,9,MINUSTAH,Uruguay,Individual Police,5,0,5
2015,9,MINUSTAH,Vanuatu,Individual Police,2,0,2
2015,9,MINUSTAH,Yemen,Individual Police,24,0,24
2015,9,MONUSCO,Algeria,Experts on Mission,5,0,5
2015,9,MONUSCO,Bangladesh,Other,46,79,125
2015,9,MONUSCO,Belgium,Experts on Mission,1,0,1
2015,9,MONUSCO,Benin,Individual Police,54,1,55
2015,9,MONUSCO,Bolivia,Experts on Mission,7,1,8
2015,9,MONUSCO,Brazil,Experts on Mission,1,0,1
2015,9,MONUSCO,Bulgaria,Individual Police,23,17,40
2015,9,MONUSCO,Cameroon,Individual Police,16,19,35
2015,9,MONUSCO,Cameroon,Contingent Troops,2,0,2
2015,9,MONUSCO,Canada,Contingent Troops,7,0,7
2015,9,MONUSCO,Chad,Individual Police,11,2,13
2015,9,MONUSCO,China,Experts on Mission,5,0,5
2015,9,MONUSCO,Congo,Contingent Troops,1,0,1
2015,9,MONUSCO,Cyprus,Experts on Mission,3,0,3
2015,9,MONUSCO,Egypt,Individual Police,1,0,1
2015,9,MONUSCO,France,Individual Police,7,1,8
2015,9,MONUSCO,Ghana,Individual Police,2,0,2
2015,9,MONUSCO,Guatemala,Experts on Mission,1,0,1
2015,9,MONUSCO,Guinea,Individual Police,13,3,16
2015,9,MONUSCO,India,Other,265,4,269
2015,9,MONUSCO,Indonesia,Experts on Mission,15,0,15
2015,9,MONUSCO,Ireland,Contingent Troops,4,0,4
2015,9,MONUSCO,Jordan,Individual Police,6,0,6
2015,9,MONUSCO,Kenya,Experts on Mission,15,0,15
2015,9,MONUSCO,Madagascar,Individual Police,0,1,1
2015,9,MONUSCO,Malawi,Experts on Mission,9,0,9
2015,9,MONUSCO,Malaysia,Experts on Mission,7,1,8
2015,9,MONUSCO,Mali,Individual Police,32,5,37
2015,9,MONUSCO,Mongolia,Experts on Mission,2,0,2
2015,9,MONUSCO,Morocco,Experts on Mission,3,0,3
2015,9,MONUSCO,Nepal,Experts on Mission,18,0,18
2015,9,MONUSCO,Niger,Individual Police,36,10,46
2015,9,MONUSCO,Nigeria,Individual Police,2,0,2
2015,9,MONUSCO,Pakistan,Experts on Mission,44,0,44
2015,9,MONUSCO,Paraguay,Experts on Mission,17,0,17
2015,9,MONUSCO,Peru,Experts on Mission,12,1,13
2015,9,MONUSCO,Poland,Experts on Mission,2,0,2
2015,9,MONUSCO,Romania,Individual Police,10,1,11
2015,9,MONUSCO,Romania,Individual Police,2,0,2
2015,9,MONUSCO,Senegal,Individual Police,31,0,31
2015,9,MONUSCO,Serbia,Contingent Troops,5,3,8
2015,9,MONUSCO,Slovenia,Experts on Mission,6,1,7
2015,9,MONUSCO,Spain,Experts on Mission,4,0,4
2015,9,MONUSCO,Sweden,Individual Police,2,5,7
2015,9,MONUSCO,Switzerland,Contingent Troops,3,0,3
2015,9,MONUSCO,Togo,Individual Police,11,1,12
2015,9,MONUSCO,Tunisia,Individual Police,22,3,25
2015,9,MONUSCO,Turkey,Individual Police,4,1,5
2015,9,MONUSCO,Ukraine,Individual Police,3,1,4
2015,9,MONUSCO,Ukraine,Contingent Troops,4,1,5
2015,9,MONUSCO,Ukraine,Contingent Troops,2,1,3
2015,9,MONUSCO,Uruguay,Experts on Mission,18,0,18
2015,9,MONUSCO,Yemen,Individual Police,9,0,9
2015,9,MONUSCO,Zambia,Experts on Mission,12,5,17
2015,9,MONUSCO,Zambia,Contingent Troops,2,0,2
2015,9,UNAMA,Australia,Experts on Mission,2,0,2
2015,9,UNAMA,Bolivia,Individual Police,0,1,1
2015,9,UNAMA,Cyprus,Experts on Mission,1,0,1
2015,9,UNAMA,Germany,Experts on Mission,3,0,3
2015,9,UNAMA,India,Individual Police,2,0,2
2015,9,UNAMA,Mongolia,Experts on Mission,1,0,1
2015,9,UNAMA,Netherlands,Individual Police,1,0,1
2015,9,UNAMA,Poland,Experts on Mission,1,0,1
2015,9,UNAMA,Portugal,Experts on Mission,1,0,1
2015,9,UNAMA,Romania,Experts on Mission,1,0,1
2015,9,UNAMA,Turkey,Experts on Mission,1,0,1
2015,9,UNAMI,Fiji,Contingent Troops,153,7,160
2015,9,UNAMI,Nepal,Contingent Troops,75,2,77
2015,9,UNAMID,Bangladesh,Individual Police,29,2,31
2015,9,UNAMID,Bhutan,Individual Police,4,1,5
2015,9,UNAMID,Bolivia,Experts on Mission,2,0,2
2015,9,UNAMID,Bulgaria,Individual Police,7,1,8
2015,9,UNAMID,Burundi,Individual Police,33,2,35
2015,9,UNAMID,Cambodia,Experts on Mission,2,0,2
2015,9,UNAMID,Cameroon,Individual Police,6,12,18
2015,9,UNAMID,China,Contingent Troops,231,0,231
2015,9,UNAMID,Djibouti,Other,138,0,138
2015,9,UNAMID,Ecuador,Experts on Mission,2,0,2
2015,9,UNAMID,Egypt,Individual Police,143,0,143
2015,9,UNAMID,Ethiopia,Individual Police,7,0,7
2015,9,UNAMID,Fiji,Individual Police,3,0,3
2015,9,UNAMID,Gambia,Individual Police,56,24,80
2015,9,UNAMID,Germany,Individual Police,1,0,1
2015,9,UNAMID,Ghana,Individual Police,28,75,103
2015,9,UNAMID,Indonesia,Individual Police,5,3,8
2015,9,UNAMID,Iran,Experts on Mission,4,0,4
2015,9,UNAMID,Jamaica,Individual Police,5,7,12
2015,9,UNAMID,Jordan,Individual Police,174,11,185
2015,9,UNAMID,Kenya,Experts on Mission,2,0,2
2015,9,UNAMID,Kyrgyzstan,Individual Police,3,0,3
2015,9,UNAMID,Lesotho,Experts on Mission,2,0,2
2015,9,UNAMID,Madagascar,Individual Police,4,1,5
2015,9,UNAMID,Malawi,Individual Police,22,15,37
2015,9,UNAMID,Malaysia,Individual Police,15,0,15
2015,9,UNAMID,Mali,Contingent Troops,1,0,1
2015,9,UNAMID,Mongolia,Contingent Troops,38,32,70
2015,9,UNAMID,Namibia,Individual Police,18,17,35
2015,9,UNAMID,Nepal,Individual Police,44,6,50
2015,9,UNAMID,Nigeria,Individual Police,69,11,80
2015,9,UNAMID,Pakistan,Other,140,0,140
2015,9,UNAMID,Pakistan,Experts on Mission,1,0,1
2015,9,UNAMID,Peru,Experts on Mission,2,0,2
2015,9,UNAMID,Qatar,Contingent Troops,2,0,2
2015,9,UNAMID,Rwanda,Individual Police,31,54,85
2015,9,UNAMID,Samoa,Individual Police,2,0,2
2015,9,UNAMID,Senegal,Individual Police,8,0,8
2015,9,UNAMID,Serbia,Individual Police,25,41,66
2015,9,UNAMID,Slovenia,Experts on Mission,7,3,10
2015,9,UNAMID,Switzerland,Individual Police,53,9,62
2015,9,UNAMID,Thailand,Experts on Mission,3,1,4
2015,9,UNAMID,Togo,Other,133,7,140
2015,9,UNAMID,Tunisia,Individual Police,40,2,42
2015,9,UNAMID,Turkey,Individual Police,18,0,18
2015,9,UNAMID,Yemen,Individual Police,159,0,159
2015,9,UNAMID,Zambia,Individual Police,63,9,72
2015,9,UNAMID,Zimbabwe,Individual Police,4,1,5
2015,9,UNDOF,Bhutan,Contingent Troops,2,0,2
2015,9,UNDOF,Cyprus,Contingent Troops,3,0,3
2015,9,UNDOF,Fiji,Contingent Troops,283,17,300
2015,9,UNDOF,India,Contingent Troops,189,0,189
2015,9,UNDOF,Ireland,Contingent Troops,149,7,156
2015,9,UNDOF,Nepal,Contingent Troops,161,1,162
2015,9,UNDOF,Netherlands,Contingent Troops,2,0,2
2015,9,UNFICYP,Argentina,Contingent Troops,249,16,265
2015,9,UNFICYP,Australia,Individual Police,12,3,15
2015,9,UNFICYP,Austria,Contingent Troops,5,0,5
2015,9,UNFICYP,Bolivia,Individual Police,7,1,8
2015,9,UNFICYP,Brazil,Contingent Troops,1,0,1
2015,9,UNFICYP,Canada,Contingent Troops,1,0,1
2015,9,UNFICYP,Chile,Contingent Troops,14,0,14
2015,9,UNFICYP,China,Individual Police,2,0,2
2015,9,UNFICYP,Hungary,Contingent Troops,66,11,77
2015,9,UNFICYP,India,Individual Police,7,1,8
2015,9,UNFICYP,Ireland,Individual Police,10,2,12
2015,9,UNFICYP,Lithuania,Individual Police,1,1,2
2015,9,UNFICYP,Montenegro,Individual Police,3,1,4
2015,9,UNFICYP,Norway,Contingent Troops,2,0,2
2015,9,UNFICYP,Paraguay,Contingent Troops,13,1,14
2015,9,UNFICYP,Romania,Individual Police,2,0,2
2015,9,UNFICYP,Serbia,Individual Police,2,0,2
2015,9,UNFICYP,Slovakia,Individual Police,1,2,3
2015,9,UNFICYP,Slovakia,Contingent Troops,152,7,159
2015,9,UNFICYP,Ukraine,Individual Police,9,0,9
2015,9,UNFICYP,Ukraine,Contingent Troops,266,10,276
2015,9,UNIFIL,Armenia,Contingent Troops,33,0,33
2015,9,UNIFIL,Austria,Contingent Troops,173,7,180
2015,9,UNIFIL,Bangladesh,Contingent Troops,286,0,286
2015,9,UNIFIL,Belarus,Contingent Troops,3,2,5
2015,9,UNIFIL,Belgium,Contingent Troops,1,0,1
2015,9,UNIFIL,Brazil,Contingent Troops,201,0,201
2015,9,UNIFIL,Brunei,Contingent Troops,29,0,29
2015,9,UNIFIL,Cambodia,Contingent Troops,173,11,184
2015,9,UNIFIL,China,Contingent Troops,409,9,418
2015,9,UNIFIL,Croatia,Contingent Troops,1,0,1
2015,9,UNIFIL,Cyprus,Contingent Troops,2,0,2
2015,9,UNIFIL,Egypt,Contingent Troops,51,1,52
2015,9,UNIFIL,Estonia,Contingent Troops,36,1,37
2015,9,UNIFIL,Fiji,Contingent Troops,144,0,144
2015,9,UNIFIL,Finland,Contingent Troops,293,15,308
2015,9,UNIFIL,France,Contingent Troops,775,50,825
2015,9,UNIFIL,Germany,Contingent Troops,112,5,117
2015,9,UNIFIL,Ghana,Contingent Troops,785,86,871
2015,9,UNIFIL,Greece,Contingent Troops,51,0,51
2015,9,UNIFIL,Guatemala,Contingent Troops,2,0,2
2015,9,UNIFIL,Hungary,Contingent Troops,4,0,4
2015,9,UNIFIL,India,Contingent Troops,887,10,897
2015,9,UNIFIL,Ireland,Contingent Troops,173,23,196
2015,9,UNIFIL,Kenya,Contingent Troops,1,0,1
2015,9,UNIFIL,Malaysia,Contingent Troops,815,15,830
2015,9,UNIFIL,Nepal,Contingent Troops,849,21,870
2015,9,UNIFIL,Nigeria,Contingent Troops,1,0,1
2015,9,UNIFIL,Qatar,Contingent Troops,3,0,3
2015,9,UNIFIL,Qatar,Contingent Troops,313,7,320
2015,9,UNIFIL,Serbia,Contingent Troops,170,7,177
2015,9,UNIFIL,Serbia,Contingent Troops,3,0,3
2015,9,UNIFIL,Slovenia,Contingent Troops,14,0,14
2015,9,UNIFIL,Spain,Contingent Troops,563,50,613
2015,9,UNIFIL,Spain,Contingent Troops,151,0,151
2015,9,UNIFIL,Switzerland,Contingent Troops,136,22,158
2015,9,UNIFIL,Thailand,Contingent Troops,1,0,1
2015,9,UNIFIL,Turkey,Contingent Troops,49,0,49
2015,9,UNISFA,Benin,Experts on Mission,2,0,2
2015,9,UNISFA,Bhutan,Contingent Troops,1,0,1
2015,9,UNISFA,Bulgaria,Experts on Mission,1,0,1
2015,9,UNISFA,Cambodia,Experts on Mission,3,0,3
2015,9,UNISFA,Ecuador,Experts on Mission,1,0,1
2015,9,UNISFA,Ethiopia,Individual Police,5,0,5
2015,9,UNISFA,Ghana,Individual Police,3,1,4
2015,9,UNISFA,Guatemala,Experts on Mission,1,0,1
2015,9,UNISFA,India,Experts on Mission,2,0,2
2015,9,UNISFA,Indonesia,Experts on Mission,1,0,1
2015,9,UNISFA,Kyrgyzstan,Experts on Mission,1,0,1
2015,9,UNISFA,Malawi,Contingent Troops,1,0,1
2015,9,UNISFA,Malaysia,Experts on Mission,1,0,1
2015,9,UNISFA,Namibia,Individual Police,4,0,4
2015,9,UNISFA,Nepal,Experts on Mission,2,0,2
2015,9,UNISFA,Nigeria,Contingent Troops,1,0,1
2015,9,UNISFA,Peru,Experts on Mission,0,1,1
2015,9,UNISFA,Romania,Experts on Mission,1,0,1
2015,9,UNISFA,Rwanda,Individual Police,1,0,1
2015,9,UNISFA,Serbia,Experts on Mission,1,0,1
2015,9,UNISFA,Spain,Experts on Mission,5,0,5
2015,9,UNISFA,Switzerland,Individual Police,3,2,5
2015,9,UNISFA,Yemen,Experts on Mission,4,0,4
2015,9,UNISFA,Zambia,Contingent Troops,1,0,1
2015,9,UNISFA,Zimbabwe,Individual Police,3,2,5
2015,9,UNMIK,Austria,Individual Police,0,1,1
2015,9,UNMIK,Bulgaria,Individual Police,0,1,1
2015,9,UNMIK,Cyprus,Experts on Mission,2,0,2
2015,9,UNMIK,Germany,Individual Police,1,0,1
2015,9,UNMIK,Hungary,Individual Police,1,0,1
2015,9,UNMIK,Italy,Individual Police,1,0,1
2015,9,UNMIK,Mexico,Experts on Mission,1,0,1
2015,9,UNMIK,Poland,Experts on Mission,1,0,1
2015,9,UNMIK,Romania,Experts on Mission,1,0,1
2015,9,UNMIK,Romania,Individual Police,0,1,1
2015,9,UNMIK,Turkey,Individual Police,1,0,1
2015,9,UNMIK,Ukraine,Individual Police,1,0,1
2015,9,UNMIL,Argentina,Individual Police,8,1,9
2015,9,UNMIL,Bangladesh,Individual Police,18,0,18
2015,9,UNMIL,Bangladesh,Experts on Mission,8,0,8
2015,9,UNMIL,Benin,Experts on Mission,2,0,2
2015,9,UNMIL,Bhutan,Individual Police,5,1,6
2015,9,UNMIL,Bolivia,Experts on Mission,1,0,1
2015,9,UNMIL,Bolivia,Individual Police,5,1,6
2015,9,UNMIL,Brazil,Experts on Mission,2,0,2
2015,9,UNMIL,Bulgaria,Experts on Mission,2,0,2
2015,9,UNMIL,China,Individual Police,12,4,16
2015,9,UNMIL,Denmark,Experts on Mission,2,0,2
2015,9,UNMIL,Ecuador,Experts on Mission,2,0,2
2015,9,UNMIL,Egypt,Individual Police,4,0,4
2015,9,UNMIL,Ethiopia,Experts on Mission,11,0,11
2015,9,UNMIL,Finland,Contingent Troops,1,0,1
2015,9,UNMIL,Gambia,Individual Police,8,0,8
2015,9,UNMIL,Germany,Individual Police,3,2,5
2015,9,UNMIL,Ghana,Individual Police,15,14,29
2015,9,UNMIL,India,Individual Police,12,0,12
2015,9,UNMIL,Indonesia,Experts on Mission,1,0,1
2015,9,UNMIL,Jordan,Individual Police,16,0,16
2015,9,UNMIL,Kenya,Individual Police,15,5,20
2015,9,UNMIL,Kyrgyzstan,Individual Police,1,2,3
2015,9,UNMIL,Malaysia,Experts on Mission,3,0,3
2015,9,UNMIL,Mexico,Experts on Mission,2,0,2
2015,9,UNMIL,Myanmar,Experts on Mission,2,0,2
2015,9,UNMIL,Namibia,Individual Police,6,3,9
2015,9,UNMIL,Nepal,Individual Police,24,2,26
2015,9,UNMIL,Niger,Experts on Mission,2,0,2
2015,9,UNMIL,Nigeria,Individual Police,29,6,35
2015,9,UNMIL,Norway,Individual Police,14,5,19
2015,9,UNMIL,Pakistan,Experts on Mission,9,0,9
2015,9,UNMIL,Poland,Individual Police,3,0,3
2015,9,UNMIL,Qatar,Individual Police,2,1,3
2015,9,UNMIL,Romania,Individual Police,2,0,2
2015,9,UNMIL,Romania,Individual Police,4,0,4
2015,9,UNMIL,Rwanda,Individual Police,3,0,3
2015,9,UNMIL,Serbia,Individual Police,2,0,2
2015,9,UNMIL,Spain,Individual Police,17,0,17
2015,9,UNMIL,Sweden,Individual Police,6,8,14
2015,9,UNMIL,Switzerland,Individual Police,1,0,1
2015,9,UNMIL,Thailand,Individual Police,0,2,2
2015,9,UNMIL,Togo,Experts on Mission,2,0,2
2015,9,UNMIL,Turkey,Individual Police,6,1,7
2015,9,UNMIL,Uganda,Individual Police,8,0,8
2015,9,UNMIL,Ukraine,Individual Police,14,4,18
2015,9,UNMIL,Ukraine,Individual Police,1,0,1
2015,9,UNMIL,Ukraine,Individual Police,2,0,2
2015,9,UNMIL,Yemen,Individual Police,9,0,9
2015,9,UNMIL,Zambia,Individual Police,14,6,20
2015,9,UNMIL,Zimbabwe,Individual Police,20,10,30
2015,9,UNMISS,Australia,Experts on Mission,1,0,1
2015,9,UNMISS,Bangladesh,Individual Police,16,0,16
2015,9,UNMISS,Benin,Experts on Mission,1,0,1
2015,9,UNMISS,Bhutan,Contingent Troops,2,0,2
2015,9,UNMISS,Bolivia,Experts on Mission,2,1,3
2015,9,UNMISS,Bolivia,Individual Police,17,6,23
2015,9,UNMISS,Brazil,Individual Police,2,0,2
2015,9,UNMISS,Cambodia,Experts on Mission,4,0,4
2015,9,UNMISS,Canada,Experts on Mission,5,0,5
2015,9,UNMISS,China,Individual Police,15,0,15
2015,9,UNMISS,Denmark,Experts on Mission,3,0,3
2015,9,UNMISS,Egypt,Experts on Mission,3,0,3
2015,9,UNMISS,Egypt,Experts on Mission,2,0,2
2015,9,UNMISS,Ethiopia,Individual Police,13,1,14
2015,9,UNMISS,Fiji,Individual Police,14,0,14
2015,9,UNMISS,Gambia,Individual Police,6,5,11
2015,9,UNMISS,Germany,Individual Police,4,1,5
2015,9,UNMISS,Ghana,Individual Police,11,11,22
2015,9,UNMISS,Guatemala,Experts on Mission,2,0,2
2015,9,UNMISS,Guinea,Experts on Mission,1,0,1
2015,9,UNMISS,India,Individual Police,21,3,24
2015,9,UNMISS,Indonesia,Individual Police,6,0,6
2015,9,UNMISS,Japan,Contingent Troops,267,5,272
2015,9,UNMISS,Jordan,Experts on Mission,3,0,3
2015,9,UNMISS,Kenya,Individual Police,16,6,22
2015,9,UNMISS,Kyrgyzstan,Individual Police,1,0,1
2015,9,UNMISS,Mexico,Experts on Mission,3,0,3
2015,9,UNMISS,Mongolia,Experts on Mission,6,1,7
2015,9,UNMISS,Myanmar,Contingent Troops,2,0,2
2015,9,UNMISS,Namibia,Individual Police,8,2,10
2015,9,UNMISS,Nepal,Individual Police,9,1,10
2015,9,UNMISS,Netherlands,Individual Police,4,2,6
2015,9,UNMISS,Netherlands,Experts on Mission,2,0,2
2015,9,UNMISS,Nigeria,Individual Police,19,1,20
2015,9,UNMISS,Norway,Individual Police,16,4,20
2015,9,UNMISS,Pakistan,Contingent Troops,2,0,2
2015,9,UNMISS,Paraguay,Experts on Mission,2,0,2
2015,9,UNMISS,Peru,Experts on Mission,2,0,2
2015,9,UNMISS,Poland,Experts on Mission,2,0,2
2015,9,UNMISS,Qatar,Experts on Mission,1,1,2
2015,9,UNMISS,Romania,Individual Police,4,0,4
2015,9,UNMISS,Romania,Individual Police,3,2,5
2015,9,UNMISS,Rwanda,Individual Police,21,7,28
2015,9,UNMISS,Rwanda,Experts on Mission,12,1,13
2015,9,UNMISS,Samoa,Individual Police,7,2,9
2015,9,UNMISS,Senegal,Individual Police,4,0,4
2015,9,UNMISS,Serbia,Individual Police,5,8,13
2015,9,UNMISS,Slovenia,Individual Police,11,12,23
2015,9,UNMISS,Spain,Individual Police,18,2,20
2015,9,UNMISS,Sweden,Individual Police,4,8,12
2015,9,UNMISS,Switzerland,Individual Police,1,0,1
2015,9,UNMISS,Switzerland,Experts on Mission,4,0,4
2015,9,UNMISS,Thailand,Individual Police,3,4,7
2015,9,UNMISS,Thailand,Experts on Mission,3,0,3
2015,9,UNMISS,Togo,Contingent Troops,1,0,1
2015,9,UNMISS,Turkey,Individual Police,17,0,17
2015,9,UNMISS,Uganda,Individual Police,26,3,29
2015,9,UNMISS,Ukraine,Individual Police,26,3,29
2015,9,UNMISS,Ukraine,Individual Police,0,2,2
2015,9,UNMISS,Ukraine,Individual Police,8,0,8
2015,9,UNMISS,Vietnam,Experts on Mission,2,0,2
2015,9,UNMISS,Yemen,Experts on Mission,9,0,9
2015,9,UNMISS,Zambia,Individual Police,21,3,24
2015,9,UNMISS,Zimbabwe,Individual Police,19,17,36
2015,9,UNMOGIP,Chile,Experts on Mission,2,0,2
2015,9,UNMOGIP,Croatia,Experts on Mission,10,0,10
2015,9,UNMOGIP,Finland,Experts on Mission,6,0,6
2015,9,UNMOGIP,Ghana,Experts on Mission,2,0,2
2015,9,UNMOGIP,Philippines,Experts on Mission,6,0,6
2015,9,UNMOGIP,Qatar,Experts on Mission,6,1,7
2015,9,UNMOGIP,Sweden,Experts on Mission,5,0,5
2015,9,UNMOGIP,Switzerland,Experts on Mission,3,0,3
2015,9,UNMOGIP,Thailand,Experts on Mission,3,0,3
2015,9,UNMOGIP,Uruguay,Experts on Mission,2,0,2
2015,9,UNOCI,Argentina,Individual Police,3,0,3
2015,9,UNOCI,Bangladesh,Other,180,0,180
2015,9,UNOCI,Benin,Individual Police,45,7,52
2015,9,UNOCI,Bolivia,Experts on Mission,3,0,3
2015,9,UNOCI,Brazil,Experts on Mission,4,0,4
2015,9,UNOCI,Brazil,Contingent Troops,3,0,3
2015,9,UNOCI,Bulgaria,Individual Police,55,11,66
2015,9,UNOCI,Burundi,Individual Police,45,0,45
2015,9,UNOCI,Cameroon,Individual Police,1,12,13
2015,9,UNOCI,Canada,Individual Police,1,0,1
2015,9,UNOCI,Chad,Individual Police,20,4,24
2015,9,UNOCI,China,Experts on Mission,6,0,6
2015,9,UNOCI,Djibouti,Individual Police,13,1,14
2015,9,UNOCI,Djibouti,Individual Police,13,0,13
2015,9,UNOCI,Ecuador,Experts on Mission,2,0,2
2015,9,UNOCI,Egypt,Individual Police,18,0,18
2015,9,UNOCI,Egypt,Experts on Mission,3,0,3
2015,9,UNOCI,Ethiopia,Experts on Mission,0,2,2
